Stock Name,Ticker,Trendlyne ID,Research Report URL,MarketCap,Industry Name,Sector Name,BSE Ticker
Sodhani Capital Ltd,14095754,3273758,https://trendlyne.com/research-reports/stock/3273758/14095754/,0,,,
Mpk Steels I Ltd,15510865,3273759,https://trendlyne.com/research-reports/stock/3273759/15510865/,0,,,
Om Metallogic Ltd,15620065,3273760,https://trendlyne.com/research-reports/stock/3273760/15620065/,0,,,
Suba Hotels Ltd,SUBAHOTELS,3273761,https://trendlyne.com/research-reports/stock/3273761/SUBAHOTELS/,0,,,
N K Industries Ltd,NKIND,2005,https://trendlyne.com/research-reports/stock/2005/NKIND/,412542983,,,
Bag Convergence Ltd,BAGDIGITAL,3273763,https://trendlyne.com/research-reports/stock/3273763/BAGDIGITAL/,0,,,
Zelio E Mobility Ltd,17270031,3274326,https://trendlyne.com/research-reports/stock/3274326/17270031/,0,,,
Greenleaf Envirotech Ltd,GREENLEAF,3274327,https://trendlyne.com/research-reports/stock/3274327/GREENLEAF/,0,,,
Sheel Biotech Ltd,SHEEL,3275140,https://trendlyne.com/research-reports/stock/3275140/SHEEL/,0,,,
Chiraharit Ltd,13521281,3275141,https://trendlyne.com/research-reports/stock/3275141/13521281/,0,,,
Shlokka Dyes Ltd,16090125,3275143,https://trendlyne.com/research-reports/stock/3275143/16090125/,0,,,
Dhillon Freight Carrier Ltd,16590179,3275144,https://trendlyne.com/research-reports/stock/3275144/16590179/,0,,,
Munish Forge Ltd,MUNISH,3276385,https://trendlyne.com/research-reports/stock/3276385/MUNISH/,0,,,
Shipwaves Online Ltd,17160510,3276387,https://trendlyne.com/research-reports/stock/3276387/17160510/,0,,,
Tamilnadu Telecommunications Ltd,TNTELE,1406,https://trendlyne.com/research-reports/stock/1406/TNTELE/,410672180,,,
Golden Tobacco Ltd,GOLDENTOBC,482,https://trendlyne.com/research-reports/stock/482/GOLDENTOBC/,383669684,,,
Palred Technologies Ltd,PALREDTEC,1781,https://trendlyne.com/research-reports/stock/1781/PALREDTEC/,367228231,,,
Mittal Sections Ltd,15990146,3283428,https://trendlyne.com/research-reports/stock/3283428/15990146/,0,,,
Teerth Gopicon Ltd,TGL,2186418,https://trendlyne.com/research-reports/stock/2186418/TGL/,365387829,,,
Blue Coast Hotels Ltd,BLUECOAST,207,https://trendlyne.com/research-reports/stock/207/BLUECOAST/,362134984,,,
Eco Hotels And Resorts Ltd Partly Paidup,890225,3283982,https://trendlyne.com/research-reports/stock/3283982/890225/,0,,,
Lakshmi Finance Industrial Corporation Ltd,LFIC,780,https://trendlyne.com/research-reports/stock/780/LFIC/,356459999,,,
Manugraph India Ltd,MANUGRAPH,837,https://trendlyne.com/research-reports/stock/837/MANUGRAPH/,353484736,,,
Sk Minerals Additives Ltd,15110522,3286109,https://trendlyne.com/research-reports/stock/3286109/15110522/,0,,,
Sihora Industries Ltd,16491133,3290129,https://trendlyne.com/research-reports/stock/3290129/16491133/,0,,,
Arshiya Ltd,ARSHIYA,103,https://trendlyne.com/research-reports/stock/103/ARSHIYA/,347788222,,,
Shreeji Global Fmcg Ltd,SHETHJI,3299117,https://trendlyne.com/research-reports/stock/3299117/SHETHJI/,0,,,
Jayesh Logistics Ltd,JAYESH,3299118,https://trendlyne.com/research-reports/stock/3299118/JAYESH/,0,,,
Game Changers Texfab Ltd,16491132,3302592,https://trendlyne.com/research-reports/stock/3302592/16491132/,0,,,
Siti Networks Ltd,SITINET,1248,https://trendlyne.com/research-reports/stock/1248/SITINET/,346464651,,,
Safecure Services Ltd,16691944,3309032,https://trendlyne.com/research-reports/stock/3309032/16691944/,0,,,
Shekhawati Industries Ltd,SHEKHAWATI,1279,https://trendlyne.com/research-reports/stock/1279/SHEKHAWATI/,344700000,,,
Future Enterprises Ltd,FEL,426,https://trendlyne.com/research-reports/stock/426/FEL/,334131229,,,
Finbud Financial Services Ltd,FINBUD,3312200,https://trendlyne.com/research-reports/stock/3312200/FINBUD/,0,,,
Hb Stockholdings Ltd,HBSL,527,https://trendlyne.com/research-reports/stock/527/HBSL/,329303817,,,
Curis Lifesciences Ltd,CURIS,3315036,https://trendlyne.com/research-reports/stock/3315036/CURIS/,0,,,
Tree House Education Accessories Ltd,TREEHOUSE,1411,https://trendlyne.com/research-reports/stock/1411/TREEHOUSE/,329177442,,,
Shining Tools Ltd,13521265,3318396,https://trendlyne.com/research-reports/stock/3318396/13521265/,0,,,
Mahamaya Lifesciences Ltd,12542043,3319703,https://trendlyne.com/research-reports/stock/3319703/12542043/,0,,,
Aro Granite Industries Ltd,AROGRANITE,101,https://trendlyne.com/research-reports/stock/101/AROGRANITE/,325584011,,,
Workmates Core2Cloud Solution Ltd,13193304,3321512,https://trendlyne.com/research-reports/stock/3321512/13193304/,0,,,
Country Condo S Ltd,COUNCODOS,287,https://trendlyne.com/research-reports/stock/287/COUNCODOS/,322028802,,,
Sanwaria Consumer Ltd,SANWARIA,1183,https://trendlyne.com/research-reports/stock/1183/SANWARIA/,319071044,,,
Eastern Silk Industries Ltd,EASTSILK,353,https://trendlyne.com/research-reports/stock/353/EASTSILK/,317999992,,,
Gss Infotech Ltd,GSS,503,https://trendlyne.com/research-reports/stock/503/GSS/,317157843,,,
Madhucon Projects Ltd,MADHUCON,811,https://trendlyne.com/research-reports/stock/811/MADHUCON/,307248970,,,
Simbhaoli Sugars Ltd,SIMBHALS,1985,https://trendlyne.com/research-reports/stock/1985/SIMBHALS/,305282226,,,
Nagreeka Capital Infrastructure Ltd,NAGREEKCAP,901,https://trendlyne.com/research-reports/stock/901/NAGREEKCAP/,301578165,,,
Rollatainers Ltd,ROLLT,2125,https://trendlyne.com/research-reports/stock/2125/ROLLT/,292326722,,,
Gallard Steel Ltd,15990147,3330274,https://trendlyne.com/research-reports/stock/3330274/15990147/,0,,,
Madhav Marbles Granites Ltd,MADHAV,810,https://trendlyne.com/research-reports/stock/810/MADHAV/,289619527,,,
Ssmd Agrotech India Ltd,11330369,3338471,https://trendlyne.com/research-reports/stock/3338471/11330369/,0,,,
Mother Nutri Foods Ltd,11290695,3339455,https://trendlyne.com/research-reports/stock/3339455/11290695/,0,,,
K K Silk Mills Ltd,16050068,3339456,https://trendlyne.com/research-reports/stock/3339456/16050068/,0,,,
Purple Wave Infocom Ltd,13240264,3342103,https://trendlyne.com/research-reports/stock/3342103/13240264/,0,,,
Ravelcare Ltd,16691974,3342104,https://trendlyne.com/research-reports/stock/3342104/16691974/,0,,,
Exato Technologies Ltd,16692005,3342105,https://trendlyne.com/research-reports/stock/3342105/16692005/,0,,,
Neochem Bio Solutions Ltd,NEOCHEM,3342750,https://trendlyne.com/research-reports/stock/3342750/NEOCHEM/,0,,,
Logiciel Solutions Ltd,13193301,3343380,https://trendlyne.com/research-reports/stock/3343380/13193301/,0,,,
Invicta Diagnostic Ltd,INVICTA,3343382,https://trendlyne.com/research-reports/stock/3343382/INVICTA/,0,,,
Clear Secured Services Ltd,CSSL,3343383,https://trendlyne.com/research-reports/stock/3343383/CSSL/,0,,,
Ksr Footwear Ltd,KSR,3344024,https://trendlyne.com/research-reports/stock/3344024/KSR/,0,,,
Astron Multigrain Ltd,11290693,3344369,https://trendlyne.com/research-reports/stock/3344369/11290693/,0,,,
Speb Adhesives Ltd,SPEB,3344370,https://trendlyne.com/research-reports/stock/3344370/SPEB/,0,,,
Helloji Holidays Ltd,17090211,3344371,https://trendlyne.com/research-reports/stock/3344371/17090211/,0,,,
Mohit Industries Ltd,MOHITIND,871,https://trendlyne.com/research-reports/stock/871/MOHITIND/,281169448,,,
Rockingdeals Circular Economy Ltd Partly Paidup,ROCKPP,3346413,https://trendlyne.com/research-reports/stock/3346413/ROCKPP/,0,,,
Kaushalya Infrastructure Development Corpn Ltd,KAUSHALYA,722,https://trendlyne.com/research-reports/stock/722/KAUSHALYA/,280161554,,,
Luxury Time Ltd,16692004,3346815,https://trendlyne.com/research-reports/stock/3346815/16692004/,0,,,
Stl Global Ltd,SGL,1209,https://trendlyne.com/research-reports/stock/1209/SGL/,279241039,,,
Methodhub Software Ltd,13193342,3347434,https://trendlyne.com/research-reports/stock/3347434/13193342/,0,,,
Shri Kanha Stainless Ltd,SHRIKANHA,3347837,https://trendlyne.com/research-reports/stock/3347837/SHRIKANHA/,0,,,
Western Overseas Study Abroad Ltd,17180129,3347838,https://trendlyne.com/research-reports/stock/3347838/17180129/,0,,,
Encompass Design India Ltd,ENCOMPAS,3349613,https://trendlyne.com/research-reports/stock/3349613/ENCOMPAS/,0,,,
Pritish Nandy Communications Ltd,PNC,1050,https://trendlyne.com/research-reports/stock/1050/PNC/,277621738,,,
K V Toys India Ltd,12270281,3350943,https://trendlyne.com/research-reports/stock/3350943/12270281/,0,,,
Flywings Simulator Training Centre Ltd,FWSTC,3350944,https://trendlyne.com/research-reports/stock/3350944/FWSTC/,0,,,
Cyber Media India Ltd,CYBERMEDIA,299,https://trendlyne.com/research-reports/stock/299/CYBERMEDIA/,277035293,,,
Williamson Magor Company Ltd,WILLAMAGOR,1522,https://trendlyne.com/research-reports/stock/1522/WILLAMAGOR/,269745592,,,
Prodocs Solutions Ltd,13193295,3352316,https://trendlyne.com/research-reports/stock/3352316/13193295/,0,,,
Next Mediaworks Ltd,NEXTMEDIA,934,https://trendlyne.com/research-reports/stock/934/NEXTMEDIA/,269024170,,,
Neptune Logitek Ltd,17160496,3353497,https://trendlyne.com/research-reports/stock/3353497/17160496/,0,,,
Pajson Agro India Ltd,11290696,3354106,https://trendlyne.com/research-reports/stock/3354106/11290696/,0,,,
Unisem Agritech Ltd,12120193,3354721,https://trendlyne.com/research-reports/stock/3354721/12120193/,0,,,
Goenka Diamond Jewels Ltd,GOENKA,479,https://trendlyne.com/research-reports/stock/479/GOENKA/,266279998,,,
Infomedia Press Ltd,INFOMEDIA,628,https://trendlyne.com/research-reports/stock/628/INFOMEDIA/,263820559,,,
Ashwini Container Movers Ltd,ASHWINI,3356198,https://trendlyne.com/research-reports/stock/3356198/ASHWINI/,0,,,
Hrs Aluglaze Ltd,15040067,3356800,https://trendlyne.com/research-reports/stock/3356800/15040067/,0,,,
Stanbik Agro Ltd,11330377,3358154,https://trendlyne.com/research-reports/stock/3358154/11330377/,0,,,
Exim Routes Ltd,EXIMROUTES,3358155,https://trendlyne.com/research-reports/stock/3358155/EXIMROUTES/,0,,,
Shyam Dhani Industries Ltd,SHYAMDHANI,3359193,https://trendlyne.com/research-reports/stock/3359193/SHYAMDHANI/,0,,,
Kanani Industries Ltd,KANANIIND,715,https://trendlyne.com/research-reports/stock/715/KANANIIND/,252317458,,,
Marc Technocrats Ltd,MARC,3361252,https://trendlyne.com/research-reports/stock/3361252/MARC/,0,,,
Global Ocean Logistics India Ltd,17160493,3361253,https://trendlyne.com/research-reports/stock/3361253/17160493/,0,,,
Allcargo Terminals Ltd Partly Paidup,ATLPP,3363299,https://trendlyne.com/research-reports/stock/3363299/ATLPP/,0,,,
Future Lifestyle Fashions Ltd,FLFL,421,https://trendlyne.com/research-reports/stock/421/FLFL/,249447556,,,
Dachepalli Publishers Ltd,17080273,3363909,https://trendlyne.com/research-reports/stock/3363909/17080273/,0,,,
Adani Enterprises Ltd Partly Paidup,ADANIENPP,3364665,https://trendlyne.com/research-reports/stock/3364665/ADANIENPP/,0,,,
Epw India Ltd,EPWINDIA,3366460,https://trendlyne.com/research-reports/stock/3366460/EPWINDIA/,0,,,
Admach Systems Ltd,13510410,3366461,https://trendlyne.com/research-reports/stock/3366461/13510410/,0,,,
Bai Kakaji Polymers Ltd,12130133,3367523,https://trendlyne.com/research-reports/stock/3367523/12130133/,0,,,
Nanta Tech Ltd,13193325,3367524,https://trendlyne.com/research-reports/stock/3367524/13193325/,0,,,
Apollo Techno Industries Ltd,13510415,3367525,https://trendlyne.com/research-reports/stock/3367525/13510415/,0,,,
Sundrex Oil Company Ltd,SOCL,3367526,https://trendlyne.com/research-reports/stock/3367526/SOCL/,0,,,
Dhara Rail Projects Ltd,DHARARAIL,3367527,https://trendlyne.com/research-reports/stock/3367527/DHARARAIL/,0,,,
Simandhar Impex Ltd,544662,3368191,https://trendlyne.com/research-reports/stock/3368191/544662/,0,,,
Annvrridhhi Ventures Ltd Partly Paidup,890229,3371006,https://trendlyne.com/research-reports/stock/3371006/890229/,0,,,
Continental Warehousing Corporation Ltd Ipo,CONTINENTAL-WAREHOUSING-IPO,53220,https://trendlyne.com/research-reports/stock/53220/CONTINENTAL-WAREHOUSING-IPO/,0,,,
New India Retailing Investment Ltd,11080038,140456,https://trendlyne.com/research-reports/stock/140456/11080038/,0,,,
Visisth Chay Vyapar Ltd,11250675,140457,https://trendlyne.com/research-reports/stock/140457/11250675/,0,,,
Samvardhana Motherson Finance Ltd,10670125,140459,https://trendlyne.com/research-reports/stock/140459/10670125/,0,,,
Salebhai Internet Ltd,11250730,140460,https://trendlyne.com/research-reports/stock/140460/11250730/,0,,,
Dalmia Bharat Ltd,11510155,140461,https://trendlyne.com/research-reports/stock/140461/11510155/,0,,,
International Constructions Ltd,11600135,140463,https://trendlyne.com/research-reports/stock/140463/11600135/,0,,,
Emrald Commercial Ltd,11623223,140607,https://trendlyne.com/research-reports/stock/140607/11623223/,0,,,
Verum Properties Ltd,11623222,140608,https://trendlyne.com/research-reports/stock/140608/11623222/,0,,,
Naga Ltd,12510010,140610,https://trendlyne.com/research-reports/stock/140610/12510010/,0,,,
K2 Systems Ltd,13190048,140611,https://trendlyne.com/research-reports/stock/140611/13190048/,0,,,
Kumar Food Industries Ltd,12640004,140612,https://trendlyne.com/research-reports/stock/140612/12640004/,0,,,
Greensignal Bio Pharma Ltd,12541500,140613,https://trendlyne.com/research-reports/stock/140613/12541500/,0,,,
Dinesh Engineers Ltd,13520884,140616,https://trendlyne.com/research-reports/stock/140616/13520884/,0,,,
Genesis Finance Company Ltd,14010150,140617,https://trendlyne.com/research-reports/stock/140617/14010150/,0,,,
Progressive Finlease Ltd,14010111,140618,https://trendlyne.com/research-reports/stock/140618/14010111/,0,,,
Capital Finvest Ltd,14010982,140619,https://trendlyne.com/research-reports/stock/140619/14010982/,0,,,
Ashoka Marketing Ltd,14090606,140620,https://trendlyne.com/research-reports/stock/140620/14090606/,0,,,
Encore Business Systems Ltd,14060391,140621,https://trendlyne.com/research-reports/stock/140621/14060391/,0,,,
Hindustan Auto Finance Ltd,14060519,140622,https://trendlyne.com/research-reports/stock/140622/14060519/,0,,,
Surnidhi Investment Ltd,14090532,140623,https://trendlyne.com/research-reports/stock/140623/14090532/,0,,,
Dolphin Finance Investments Ltd,14090623,140625,https://trendlyne.com/research-reports/stock/140625/14090623/,0,,,
Abhimanu Exports Ltd,14094517,140627,https://trendlyne.com/research-reports/stock/140627/14094517/,0,,,
Sorich Foils Ltd,15010016,140628,https://trendlyne.com/research-reports/stock/140628/15010016/,0,,,
Ojswi Trades Investment Finance Ltd,14090520,140629,https://trendlyne.com/research-reports/stock/140629/14090520/,0,,,
Cms Finvest Ltd,14090261,140630,https://trendlyne.com/research-reports/stock/140630/14090261/,0,,,
Shreyans Financial And Capital Services Ltd,14094502,140631,https://trendlyne.com/research-reports/stock/140631/14094502/,0,,,
Sriven Multi Tech Ltd,14510023,140632,https://trendlyne.com/research-reports/stock/140632/14510023/,0,,,
Bihariji Ispat Udyog Ltd,15990013,140634,https://trendlyne.com/research-reports/stock/140634/15990013/,0,,,
Multimetals Ltd,15100048,140635,https://trendlyne.com/research-reports/stock/140635/15100048/,0,,,
Kesoram Textile Mills Ltd,16490172,140636,https://trendlyne.com/research-reports/stock/140636/16490172/,0,,,
Oxemberg Fashions Ltd,16020122,140637,https://trendlyne.com/research-reports/stock/140637/16020122/,0,,,
Sns Diagnostics Ltd,16550021,140639,https://trendlyne.com/research-reports/stock/140639/16550021/,0,,,
Alom Extrusions Ltd,17024033,140640,https://trendlyne.com/research-reports/stock/140640/17024033/,0,,,
Atcom Technologies Ltd,17020081,140641,https://trendlyne.com/research-reports/stock/140641/17020081/,0,,,
Priya International Ltd,17024160,140642,https://trendlyne.com/research-reports/stock/140642/17024160/,0,,,
Seven Hills Beverages Ltd,17153818,140643,https://trendlyne.com/research-reports/stock/140643/17153818/,0,,,
Midland Services Ltd,16690022,140645,https://trendlyne.com/research-reports/stock/140645/16690022/,0,,,
Atlantic Commercial Company Ltd,17023956,140646,https://trendlyne.com/research-reports/stock/140646/17023956/,0,,,
Icl Multitrading India Ltd,17154061,140648,https://trendlyne.com/research-reports/stock/140648/17154061/,0,,,
Phoenix Real Time Services Ltd,17024805,140650,https://trendlyne.com/research-reports/stock/140650/17024805/,0,,,
Winmore Leasing Holdings Ltd,17152995,140652,https://trendlyne.com/research-reports/stock/140652/17152995/,0,,,
Alumilite Architecturals Ltd,11623471,149353,https://trendlyne.com/research-reports/stock/149353/11623471/,0,,,
Rajesh Co,11520095,250114,https://trendlyne.com/research-reports/stock/250114/11520095/,0,,,
Encore Software Ltd,11190002,472959,https://trendlyne.com/research-reports/stock/472959/11190002/,0,,,
Iec Education Ltd,13020070,472960,https://trendlyne.com/research-reports/stock/472960/13020070/,0,,,
Gamma Infoway Exalt Ltd,13100015,472961,https://trendlyne.com/research-reports/stock/472961/13100015/,0,,,
Omega Interactive Technologies Ltd,14090098,472962,https://trendlyne.com/research-reports/stock/472962/14090098/,0,,,
Lnox Wind Energy Ltd,15131060,549643,https://trendlyne.com/research-reports/stock/549643/15131060/,0,,,
Kotak Nifty Aaa Bond Plus Sdl Apr 2026 70 30 Etf,140517471,686927,https://trendlyne.com/research-reports/stock/686927/140517471/,0,,,
Kotak Nifty Aaa Bond Plus Sdl Apr 2031 70 30 Etf,140517472,691389,https://trendlyne.com/research-reports/stock/691389/140517472/,0,,,
Keventer Agro Ltd,11050096,755075,https://trendlyne.com/research-reports/stock/755075/11050096/,0,,,
Chemspec Chemicals Ltd,12310185,755076,https://trendlyne.com/research-reports/stock/755076/12310185/,0,,,
Esds Software Solution Ltd,13192899,758705,https://trendlyne.com/research-reports/stock/758705/13192899/,0,,,
Skanray Technologies Ltd,13160092,758706,https://trendlyne.com/research-reports/stock/758706/13160092/,0,,,
Go Airlines India Ltd,16600047,758707,https://trendlyne.com/research-reports/stock/758707/16600047/,0,,,
Aditya Birla Sun Life Nifty G Sec Jun 2027 Etf,140517732,854397,https://trendlyne.com/research-reports/stock/854397/140517732/,0,,,
Hexagon Nutrition Ltd,12520257,877859,https://trendlyne.com/research-reports/stock/877859/12520257/,0,,,
Aditya Birla Sun Life Nifty Financial Services Etf,140517774,966210,https://trendlyne.com/research-reports/stock/966210/140517774/,0,,,
Aditya Birla Sun Life Nifty Alpha Low Volatility 30 Etf,140517852,1007416,https://trendlyne.com/research-reports/stock/1007416/140517852/,0,,,
Dipan Pharmachem Ltd,12541708,1013723,https://trendlyne.com/research-reports/stock/1013723/12541708/,0,,,
Infurnia Holdings Ltd,13192983,1027099,https://trendlyne.com/research-reports/stock/1027099/13192983/,0,,,
Kajaria Infinity Pvt Ltd,11625606,1038236,https://trendlyne.com/research-reports/stock/1038236/11625606/,0,,,
Icici Prudential S P Bse Smallcap Select Etf,140518352,1448951,https://trendlyne.com/research-reports/stock/1448951/140518352/,0,,,
Rangsutra Crafts India Ltd,12270249,1486748,https://trendlyne.com/research-reports/stock/1486748/12270249/,0,,,
Creditaccess Life Insurance Ltd,14020073,1499473,https://trendlyne.com/research-reports/stock/1499473/14020073/,0,,,
Ebixcash Ltd,13240222,1588640,https://trendlyne.com/research-reports/stock/1588640/13240222/,0,,,
Fecbank Financial Services Ltd,14095584,1785398,https://trendlyne.com/research-reports/stock/1785398/14095584/,0,,,
Accuvant Advisory Services Ltd,14060455,2232735,https://trendlyne.com/research-reports/stock/2232735/14060455/,0,,,
City Gold Credit Capital Ltd,14095624,2236020,https://trendlyne.com/research-reports/stock/2236020/14095624/,0,,,
Archit Nuwood Industries Ltd,11560055,2574616,https://trendlyne.com/research-reports/stock/2574616/11560055/,0,,,
Trafiksol Its Technologies Ltd,13193181,2618333,https://trendlyne.com/research-reports/stock/2618333/13193181/,0,,,
Rosmerta Digital Services Ltd,16691912,2768809,https://trendlyne.com/research-reports/stock/2768809/16691912/,0,,,
Abhinandan Enterprises Ltd,14094357,2854409,https://trendlyne.com/research-reports/stock/2854409/14094357/,0,,,
Aggarsain Spinners Ltd,16030151,2854410,https://trendlyne.com/research-reports/stock/2854410/16030151/,0,,,
Solar91 Cleantech Ltd,15131299,2867596,https://trendlyne.com/research-reports/stock/2867596/15131299/,0,,,
Wagons Learning Ltd,17180120,3085689,https://trendlyne.com/research-reports/stock/3085689/17180120/,0,,,
Pnb Metlife India Insurance Company Ltd,14020025,3237197,https://trendlyne.com/research-reports/stock/3237197/14020025/,0,,,
Phytochem Remedies India Ltd,12541973,3363906,https://trendlyne.com/research-reports/stock/3363906/12541973/,0,,,
E To E Transportation Infrastructure Ltd,E2ERAIL,3368591,https://trendlyne.com/research-reports/stock/3368591/E2ERAIL/,0,,,
Modern Diagnostic Research Centre Ltd,16550809,3373994,https://trendlyne.com/research-reports/stock/3373994/16550809/,0,,,
Gabion Technologies India Ltd,16692011,3380473,https://trendlyne.com/research-reports/stock/3380473/16692011/,0,,,
Nifty 50,NIFTY,1887,https://trendlyne.com/research-reports/stock/1887/NIFTY/,0,,,
Nifty Next 50,NIFTYNXT50,1888,https://trendlyne.com/research-reports/stock/1888/NIFTYNXT50/,0,,,
Nifty100 Liquid 15,LIX15,1889,https://trendlyne.com/research-reports/stock/1889/LIX15/,0,,,
Nifty Midcap Liquid 15,NIFTYMIDCAPLIQUID15,1890,https://trendlyne.com/research-reports/stock/1890/NIFTYMIDCAPLIQUID15/,0,,,
Nifty 100,NIFTY100,1891,https://trendlyne.com/research-reports/stock/1891/NIFTY100/,0,,,
Nifty 200,NIFTY200,1892,https://trendlyne.com/research-reports/stock/1892/NIFTY200/,0,,,
Nifty 500,NIFTY500,1893,https://trendlyne.com/research-reports/stock/1893/NIFTY500/,0,,,
Nifty Midcap 50,NIFTYMIDCAP50,1894,https://trendlyne.com/research-reports/stock/1894/NIFTYMIDCAP50/,0,,,
Nifty Midcap 100,NIFTYMIDCAP100,1895,https://trendlyne.com/research-reports/stock/1895/NIFTYMIDCAP100/,0,,,
Nifty Smallcap 100,NIFTYSMALL100,1896,https://trendlyne.com/research-reports/stock/1896/NIFTYSMALL100/,0,,,
Nifty Auto,NIFTYAUTO,1897,https://trendlyne.com/research-reports/stock/1897/NIFTYAUTO/,0,,,
Bank Nifty,BANKNIFTY,1898,https://trendlyne.com/research-reports/stock/1898/BANKNIFTY/,0,,,
Nifty Energy,NIFTYENERGY,1899,https://trendlyne.com/research-reports/stock/1899/NIFTYENERGY/,0,,,
Nifty Financial Services,FINNIFTY,1900,https://trendlyne.com/research-reports/stock/1900/FINNIFTY/,0,,,
Nifty Fmcg,NIFTYFMCG,1901,https://trendlyne.com/research-reports/stock/1901/NIFTYFMCG/,0,,,
Nifty It,NIFTYIT,1902,https://trendlyne.com/research-reports/stock/1902/NIFTYIT/,0,,,
Nifty Media,NIFTYMEDIA,1903,https://trendlyne.com/research-reports/stock/1903/NIFTYMEDIA/,0,,,
Nifty Metal,NIFTYMETAL,1904,https://trendlyne.com/research-reports/stock/1904/NIFTYMETAL/,0,,,
Nifty Pharma,NIFTYPHARMA,1905,https://trendlyne.com/research-reports/stock/1905/NIFTYPHARMA/,0,,,
Nifty Psu Bank,NIFTYPSUBANK,1906,https://trendlyne.com/research-reports/stock/1906/NIFTYPSUBANK/,0,,,
Nifty Realty,NIFTYREALTY,1907,https://trendlyne.com/research-reports/stock/1907/NIFTYREALTY/,0,,,
Nifty Commodities,NIFTYCOMMODITIES,1908,https://trendlyne.com/research-reports/stock/1908/NIFTYCOMMODITIES/,0,,,
Nifty India Consumption,NIFTYCONSUMPTION,1909,https://trendlyne.com/research-reports/stock/1909/NIFTYCONSUMPTION/,0,,,
Nifty Cpse,NIFTYCPSE,1910,https://trendlyne.com/research-reports/stock/1910/NIFTYCPSE/,0,,,
Nifty Infra,NIFTYINFRA,1911,https://trendlyne.com/research-reports/stock/1911/NIFTYINFRA/,0,,,
Nifty Mnc,NIFTYMNC,1912,https://trendlyne.com/research-reports/stock/1912/NIFTYMNC/,0,,,
Nifty Pse,NIFTYPSE,1913,https://trendlyne.com/research-reports/stock/1913/NIFTYPSE/,0,,,
Nifty Services Sector,NIFTYSERVSECTOR,1914,https://trendlyne.com/research-reports/stock/1914/NIFTYSERVSECTOR/,0,,,
Nifty Shariah 25,NIFTYSHARIAH25,1915,https://trendlyne.com/research-reports/stock/1915/NIFTYSHARIAH25/,0,,,
Nifty50 Shariah,NIFTY50SHARIAH,1916,https://trendlyne.com/research-reports/stock/1916/NIFTY50SHARIAH/,0,,,
Nifty500 Shariah,NIFTY500SHARIAH,1917,https://trendlyne.com/research-reports/stock/1917/NIFTY500SHARIAH/,0,,,
Nifty Aditya Birla Group,NIFTYADITYABIRLAGROUP,1918,https://trendlyne.com/research-reports/stock/1918/NIFTYADITYABIRLAGROUP/,0,,,
Nifty Mahindra Group,NIFTYMAHINDRAGROUP,1919,https://trendlyne.com/research-reports/stock/1919/NIFTYMAHINDRAGROUP/,0,,,
Nifty Tata Group,NIFTYTATAGROUP,1920,https://trendlyne.com/research-reports/stock/1920/NIFTYTATAGROUP/,0,,,
Nifty Tata Group 25 Cap,NIFTYTATAGROUP25CAP,1921,https://trendlyne.com/research-reports/stock/1921/NIFTYTATAGROUP25CAP/,0,,,
Nifty100 Equal Weight,NIFTY100EQUALWEIGHT,1922,https://trendlyne.com/research-reports/stock/1922/NIFTY100EQUALWEIGHT/,0,,,
Nifty50 Usd,NIFTY50USD,1923,https://trendlyne.com/research-reports/stock/1923/NIFTY50USD/,0,,,
Nifty50 Dividend Points,NIFTY50DIVPOINT,1924,https://trendlyne.com/research-reports/stock/1924/NIFTY50DIVPOINT/,0,,,
Nifty Dividend Opportunities 50,NIFTYDIVOPPS50,1925,https://trendlyne.com/research-reports/stock/1925/NIFTYDIVOPPS50/,0,,,
Nifty Alpha 50,NIFTYALPHA50,1926,https://trendlyne.com/research-reports/stock/1926/NIFTYALPHA50/,0,,,
Nifty High Beta 50,NIFTYHIGHBETA50,1927,https://trendlyne.com/research-reports/stock/1927/NIFTYHIGHBETA50/,0,,,
Nifty Low Volatility 50,NIFTYLOWVOLATILITY50,1928,https://trendlyne.com/research-reports/stock/1928/NIFTYLOWVOLATILITY50/,0,,,
Nifty Quality 30,NIFTYQUALITY30,1929,https://trendlyne.com/research-reports/stock/1929/NIFTYQUALITY30/,0,,,
Nifty50 Value 20,NIFTY50VALUE20,1930,https://trendlyne.com/research-reports/stock/1930/NIFTY50VALUE20/,0,,,
Nifty Growth Sectors 15,NIFTYGROWSECT15,1931,https://trendlyne.com/research-reports/stock/1931/NIFTYGROWSECT15/,0,,,
Nifty50 Tr 2X Leverage,NIFTY50TR2XLEV,1932,https://trendlyne.com/research-reports/stock/1932/NIFTY50TR2XLEV/,0,,,
Nifty50 Pr 2X Leverage,NIFTY50PR2XLEV,1933,https://trendlyne.com/research-reports/stock/1933/NIFTY50PR2XLEV/,0,,,
Nifty50 Tr 1X Inverse,NIFTY50TR1XINV,1934,https://trendlyne.com/research-reports/stock/1934/NIFTY50TR1XINV/,0,,,
Nifty50 Pr 1X Invers,NIFTY50PR1XINV,1935,https://trendlyne.com/research-reports/stock/1935/NIFTY50PR1XINV/,0,,,
Bse Sensex,BSESENSEX,4482,https://trendlyne.com/research-reports/stock/4482/BSESENSEX/,0,,,
Bse 100,BSE100,4483,https://trendlyne.com/research-reports/stock/4483/BSE100/,0,,,
Bse 200,BSE200,4484,https://trendlyne.com/research-reports/stock/4484/BSE200/,0,,,
